-834,-437,50,-2.139
-834.274,-437.418,50.1884,-2.164
-834.559,-437.829,50.3769,-2.189
-834.854,-438.233,50.5653,-2.214
-835.159,-438.629,50.7537,-2.239
-835.473,-439.018,50.9421,-2.264
-835.798,-439.398,51.1306,-2.289
-836.131,-439.771,51.319,-2.314
-836.474,-440.135,51.5074,-2.339
-836.826,-440.49,51.6958,-2.364
-837.187,-440.836,51.8843,-2.389
-837.556,-441.173,52.0727,-2.414
-837.933,-441.501,52.2611,-2.439
-838.319,-441.819,52.4496,-2.464
-838.712,-442.128,52.638,-2.489
-839.113,-442.426,52.8264,-2.514
-839.522,-442.715,53.0148,-2.539
-839.937,-442.993,53.2033,-2.564
-840.359,-443.261,53.3917,-2.589
-840.788,-443.518,53.5801,-2.614
-841.223,-443.764,53.7685,-2.639
-841.665,-444,53.957,-2.664
-842.111,-444.224,54.1454,-2.689
-842.564,-444.437,54.3338,-2.714
-843.021,-444.639,54.5223,-2.739
-843.484,-444.829,54.7107,-2.764
-843.951,-445.007,54.8991,-2.789
-844.422,-445.174,55.0875,-2.814
-844.897,-445.329,55.276,-2.839
-845.377,-445.472,55.4644,-2.864
-845.859,-445.603,55.6528,-2.889
-846.345,-445.722,55.8412,-2.914
-846.833,-445.829,56.0297,-2.939
-847.324,-445.923,56.2181,-2.964
-847.817,-446.005,56.4065,-2.989
-848.312,-446.075,56.595,-3.014
-848.809,-446.132,56.7834,-3.039
-849.307,-446.177,56.9718,-3.064
-849.806,-446.21,57.1602,-3.089
-850.306,-446.23,57.3487,-3.114
-850.806,-446.238,57.5371,-3.139
-851.305,-446.233,57.7255,3.11919
-851.805,-446.215,57.9139,3.09419
-852.304,-446.185,58.1024,3.06919
-852.802,-446.143,58.2908,3.04419
-853.299,-446.088,58.4792,3.01919
-853.795,-446.021,58.6677,2.99419
-854.288,-445.941,58.8561,2.96919
-854.78,-445.849,59.0445,2.94419
-855.269,-445.745,59.2329,2.91919
-855.755,-445.629,59.4214,2.89419
-856.238,-445.5,59.6098,2.86919
-856.718,-445.36,59.7982,2.84419
-857.194,-445.207,59.9866,2.81919
-857.667,-445.043,60.1751,2.79419
-858.135,-444.867,60.3635,2.76919
-858.598,-444.679,60.5519,2.74419
-859.057,-444.48,60.7404,2.71919
-859.51,-444.269,60.9288,2.69419
-859.958,-444.047,61.1172,2.66919
-860.4,-443.814,61.3056,2.64419
-860.837,-443.57,61.4941,2.61919
-861.267,-443.315,61.6825,2.59419
-861.691,-443.05,61.8709,2.56919
-862.107,-442.774,62.0593,2.54419
-862.517,-442.487,62.2478,2.51919
-862.92,-442.191,62.4362,2.49419
-863.315,-441.884,62.6246,2.46919
-863.702,-441.568,62.813,2.44419
-863.704,-441.566,63.0015,2.44071
-863.916,-441.388,63.1899,2.44071
-864.127,-441.209,63.3783,2.44071
-864.339,-441.031,63.5668,2.44071
-864.55,-440.852,63.7552,2.44071
-864.761,-440.674,63.9436,2.44071
-864.973,-440.495,64.132,2.44071
-865.184,-440.317,64.3205,2.44071
-865.396,-440.139,64.5089,2.44071
-865.607,-439.96,64.6973,2.44071
-865.819,-439.782,64.8857,2.44071
-866.03,-439.603,65.0742,2.44071
-866.242,-439.425,65.2626,2.44071
-866.453,-439.247,65.451,2.44071
-866.664,-439.068,65.6395,2.44071
-866.876,-438.89,65.8279,2.44071
-867.087,-438.711,66.0163,2.44071
-867.299,-438.533,66.2047,2.44071
-867.51,-438.354,66.3932,2.44071
-867.722,-438.176,66.5816,2.44071
-867.933,-437.998,66.77,2.44071
-868.145,-437.819,66.9584,2.44071
-868.356,-437.641,67.1469,2.44071
-868.568,-437.462,67.3353,2.44071
-868.779,-437.284,67.5237,2.44071
-868.99,-437.105,67.7122,2.44071
-869.202,-436.927,67.9006,2.44071
-869.413,-436.749,68.089,2.44071
-869.625,-436.57,68.2774,2.44071
-869.836,-436.392,68.4659,2.44071
-870.048,-436.213,68.6543,2.44071
-870.259,-436.035,68.8427,2.44071
-870.471,-435.857,69.0311,2.44071
-870.682,-435.678,69.2196,2.44071
-870.893,-435.5,69.408,2.44071
-871.105,-435.321,69.5964,2.44071
-871.316,-435.143,69.7849,2.44071
-871.528,-434.964,69.9733,2.44071
-871.739,-434.786,70.1617,2.44071
-871.951,-434.608,70.3501,2.44071
-872.162,-434.429,70.5386,2.44071
-872.374,-434.251,70.727,2.44071
-872.585,-434.072,70.9154,2.44071
-872.797,-433.894,71.1038,2.44071
-873.008,-433.715,71.2923,2.44071
-873.219,-433.537,71.4807,2.44071
-873.431,-433.359,71.6691,2.44071
-873.642,-433.18,71.8576,2.44071
-873.854,-433.002,72.046,2.44071
-874.065,-432.823,72.2344,2.44071
-874.277,-432.645,72.4228,2.44071
-874.488,-432.467,72.6113,2.44071
-874.7,-432.288,72.7997,2.44071
-874.911,-432.11,72.9881,2.44071
-875.122,-431.931,73.1765,2.44071
-875.334,-431.753,73.365,2.44071
-875.545,-431.574,73.5534,2.44071
-875.757,-431.396,73.7418,2.44071
-875.968,-431.218,73.9303,2.44071
-876.18,-431.039,74.1187,2.44071
-876.391,-430.861,74.3071,2.44071
-876.603,-430.682,74.4955,2.44071
-876.814,-430.504,74.684,2.44071
-877.026,-430.325,74.8724,2.44071
-877.237,-430.147,75.0608,2.44071
-877.448,-429.969,75.2492,2.44071
-877.66,-429.79,75.4377,2.44071
-877.871,-429.612,75.6261,2.44071
-878.083,-429.433,75.8145,2.44071
-878.294,-429.255,76.003,2.44071
-878.506,-429.076,76.1914,2.44071
-878.717,-428.898,76.3798,2.44071
-878.929,-428.72,76.5682,2.44071
-879.14,-428.541,76.7567,2.44071
-879.351,-428.363,76.9451,2.44071
-879.563,-428.184,77.1335,2.44071
-879.774,-428.006,77.3219,2.44071
-879.986,-427.828,77.5104,2.44071
-880.197,-427.649,77.6988,2.44071
-880.409,-427.471,77.8872,2.44071
-880.62,-427.292,78.0757,2.44071
-880.832,-427.114,78.2641,2.44071
-881.043,-426.935,78.4525,2.44071
-881.255,-426.757,78.6409,2.44071
-881.466,-426.579,78.8294,2.44071
-881.677,-426.4,79.0178,2.44071
-881.889,-426.222,79.2062,2.44071
-882.1,-426.043,79.3946,2.44071
-882.312,-425.865,79.5831,2.44071
-882.523,-425.686,79.7715,2.44071
-882.735,-425.508,79.9599,2.44071
-882.946,-425.33,80.1484,2.44071
-883.158,-425.151,80.3368,2.44071
-883.369,-424.973,80.5252,2.44071
-883.58,-424.794,80.7136,2.44071
