time,lat,lon,distance_from_start_km,segment_distance_km,wind_speed_mps,wind_dir_deg,headwind_mps,crosswind_mps,temperature_c,relative_humidity_pct,pressure_hpa,precipitation_mm,visibility_km,uv_index,air_quality_index,weather_factor,energy_wh_per_km,segment_energy_wh,cumulative_energy_wh,remaining_battery_wh,cruise_speed_mps,cruise_altitude_m,payload_g,battery_remaining_pct
2026-05-09T22:20:00,40.041583333333335,116.32338750000001,9.414287438669396,0.470714371933469,2.2271875000000003,15.88149785846963,1.9120629016884885,1.142094400714253,17.548680555555556,66.63611111111112,1006.0208333333334,0.0,14.094805555555554,0.0,47.94595486111111,1.0113829166666666,41.92489021637418,19.959286224382964,400.1090145220003,0.0,8.0,62.5,250.0,0.0
2026-05-09T22:21:00,40.0456725,116.32195687500001,9.885001810602867,0.4707143719334708,2.1833333333333336,14.644118014895184,1.8981540882916768,1.0788676941803566,17.497222222222224,66.69444444444444,1006.0166666666667,0.0,14.102222222222222,0.0,48.30694444444445,1.0116966666666667,41.92489021637418,19.965477970308054,420.0744924923083,0.0,8.0,62.5,250.0,0.0
2026-05-09T22:22:00,40.04976166666667,116.32052625,10.355716182536337,0.470714371933469,2.1396875,13.337685323564017,1.8838315746206236,1.01461381624667,17.445625,66.75,1006.0125,0.0,14.10925,0.0,48.664843749999996,1.01201125,41.92489021637418,19.9716861617733,440.0461786540816,0.0,8.0,62.5,250.0,0.0
2026-05-09T22:23:00,40.053850833333335,116.319095625,10.826430554469807,0.4707143719334708,2.0962500000000004,11.961613918995795,1.8689268852437362,0.9494084263967477,17.393888888888892,66.80277777777779,1006.0083333333334,0.0,14.115888888888888,0.0,49.01965277777778,1.0123266666666666,41.81181608670072,19.924029086397468,459.97020774047905,0.0,8.0,62.5,250.0,0.0
2026-05-09T22:24:00,40.05794,116.317665,11.297144926403277,0.470714371933469,2.0530208333333335,10.515662637749472,1.8532660218818287,0.8833456821873282,17.34201388888889,66.85277777777776,1006.0041666666666,0.0,14.12213888888889,0.0,49.37137152777776,1.0126429166666668,41.81181608670072,19.930253336341657,479.9004610768207,0.0,8.0,62.5,250.0,0.0
2026-05-09T22:25:00,40.06202916666667,116.31623437500001,11.767859298336747,0.4707143719334708,2.01,9.0,1.8366712991929102,0.8165405922065524,17.29,66.9,1006.0,0.0,14.128,0.0,49.720000000000006,1.0129599999999999,41.81181608670072,19.936493987471614,499.83695506429234,0.0,8.0,62.5,250.0,0.0
2026-05-09T22:26:00,40.066118333333335,116.31480375000001,12.238573670270217,0.470714371933469,1.9671874999999999,7.415270658677855,1.818963758319445,0.7491311674711242,17.23784722222222,66.94444444444444,1005.9958333333333,0.0,14.133472222222222,0.0,50.06553819444444,1.0132779166666666,41.81181608670072,19.942751039787044,519.7797061040794,0.0,8.0,62.5,250.0,0.0
2026-05-09T22:27:00,40.0702075,116.313373125,12.709288042203687,0.4707143719334708,1.9245833333333335,5.762660950417512,1.799966186481133,0.6812802172887544,17.185555555555553,66.98611111111111,1005.9916666666667,0.0,14.138555555555556,0.0,50.40798611111111,1.0135966666666667,41.81181608670072,19.949024493288256,539.7287305973676,0.0,8.0,62.5,250.0,0.0
2026-05-09T22:28:00,40.07429666666667,116.3119425,13.180002414137157,0.470714371933469,1.8821875000000001,4.043960584851106,1.7795067368380193,0.6131766129789643,17.133125,67.02499999999999,1005.9875,0.0,14.14325,0.0,50.74734375,1.01391625,41.81181608670072,19.955314347974937,559.6840449453426,0.0,8.0,62.5,250.0,0.0
2026-05-09T22:29:00,40.078385833333336,116.310511875,13.650716786070626,0.4707143719334708,1.8399999999999999,2.2616169673573836,1.7574230979166792,0.5450358290139666,17.080555555555556,67.0611111111111,1005.9833333333333,0.0,14.147555555555554,0.0,51.08361111111111,1.0142366666666667,41.81181608670072,19.961620603847393,579.64566554919,0.0,8.0,62.5,250.0,0.0
2026-05-09T22:30:00,40.082475,116.30908125,14.121431158004096,0.470714371933469,1.7980208333333332,0.4187782430221887,1.7335671075561037,0.4770995710543647,17.02784722222222,67.09444444444445,1005.9791666666666,0.0,14.151472222222223,0.0,51.41678819444445,1.0145579166666667,41.81181608670072,19.96794326090532,599.6136088100953,0.0,8.0,62.5,250.0,0.0
2026-05-09T22:31:00,40.08656416666667,116.30765062500001,14.592145529937566,0.4707143719334708,1.75625,358.51932096497677,1.7078096461032355,0.40963431884638574,16.975,67.125,1005.975,0.0,14.155,0.0,51.746875,1.01488,41.81181608670072,19.97428231914902,619.5878911292443,0.0,8.0,62.5,250.0,0.0
2026-05-09T22:32:00,40.090653333333336,116.30622000000001,15.062859901871036,0.470714371933469,1.7146875,356.56785841718937,1.6800455832378292,0.342928652782634,16.92201388888889,67.15277777777777,1005.9708333333333,0.0,14.15813888888889,0.0,52.07387152777777,1.0152029166666665,41.81181608670072,19.980637778578192,639.5685289078225,0.0,8.0,62.5,250.0,0.0
2026-05-09T22:33:00,40.0947425,116.30478937500001,15.533574273804504,0.470714371933469,1.6733333333333333,354.56972613344317,1.650198500137305,0.2772892976460393,16.86888888888889,67.17777777777778,1005.9666666666667,0.0,14.160888888888891,0.0,52.39777777777778,1.0155266666666667,41.81181608670072,19.987009639193072,659.5555385470155,0.0,8.0,62.5,250.0,0.0
2026-05-09T22:34:00,40.09883166666667,116.30335875,16.004288645737976,0.4707143719334708,1.6321875000000001,352.53094208994855,1.6182248727631898,0.21303590384441964,16.815625,67.2,1005.9625,0.0,14.16325,0.0,52.71859375,1.01585125,41.81181608670072,19.99339790099365,679.5489364480092,0.0,8.0,62.5,250.0,0.0
2026-05-09T22:35:00,40.102920833333336,116.301928125,16.475003017671447,0.4707143719334708,1.5912499999999998,350.4581403963004,1.5841173917904996,0.15049468936432317,16.76222222222222,67.21944444444443,1005.9583333333334,0.0,14.165222222222223,0.0,53.036319444444445,1.0161766666666667,41.81181608670072,19.99980256397977,699.5487390119889,0.0,8.0,62.5,250.0,0.0
2026-05-09T22:36:00,40.10701,116.3004975,16.945717389604912,0.4707143719334672,1.5505208333333331,348.35847899149877,1.5479071170758896,0.08999117460341369,16.708680555555556,67.23611111111111,1005.9541666666667,0.0,14.166805555555557,0.0,53.35095486111111,1.0165029166666668,41.81181608670072,20.006223628151368,719.5549626401403,0.0,8.0,62.5,250.0,0.0
2026-05-09T22:37:00,40.11109916666667,116.29906687500001,17.416431761538384,0.4707143719334708,1.51,346.2395237253834,1.5096642226476453,0.03184234378435125,16.654999999999998,67.25,1005.9499999999999,0.0,14.168,0.0,53.662499999999994,1.0168300000000001,41.81181608670072,20.012661093508893,739.5676237336492,0.0,8.0,62.5,250.0,0.0
2026-05-09T22:38:00,40.115188333333336,116.29763625000001,17.887146133471855,0.4707143719334708,1.4696875,344.10911307376955,1.4694971796891048,-0.02365135391509346,16.60118055555556,67.26111111111112,1005.9458333333333,0.0,14.168805555555554,0.0,53.97095486111111,1.0171579166666667,41.81181608670072,20.01911496005188,759.586738693701,0.0,8.0,62.5,250.0,0.0
2026-05-09T22:39:00,40.1192775,116.296205625,18.357860505405327,0.4707143719334708,1.4295833333333334,341.9752093728405,1.4275503416336068,-0.07621370641962558,16.54722222222222,67.26944444444445,1005.9416666666667,0.0,14.169222222222222,0.0,54.27631944444444,1.0174866666666667,41.81181608670072,20.0255852277805,779.6123239214816,0.0,8.0,62.5,250.0,0.0
2026-05-09T22:40:00,40.12336666666667,116.294775,18.82857487733879,0.4707143719334672,1.3896875,339.8457436495559,1.3840000238964876,-0.1255996875424917,16.493125,67.27499999999999,1005.9375,0.0,14.16925,0.0,54.578593749999996,1.01781625,41.81181608670072,20.032071896694593,799.6443958181761,0.0,8.0,62.5,250.0,0.0
2026-05-09T22:41:00,40.127455833333336,116.293344375,19.299289249272263,0.4707143719334708,1.35,337.7284617042375,1.3390492944961085,-0.17160124390421505,16.43888888888889,67.27777777777779,1005.9333333333333,0.0,14.168888888888889,0.0,54.87777777777778,1.0181466666666668,41.81181608670072,20.03857496679461,819.6829707849707,0.0,8.0,62.5,250.0,0.0
2026-05-09T22:42:00,40.131545,116.29191375,19.770003621205735,0.4707143719334708,1.3105208333333334,335.63077898596725,1.292921794401947,-0.2140516016318117,16.38451388888889,67.27777777777779,1005.9291666666667,0.0,14.16813888888889,0.0,55.17387152777778,1.0184779166666666,41.81181608670072,20.0450944380801,839.7280652230509,0.0,8.0,62.5,250.0,0.0
2026-05-09T22:43:00,40.13563416666667,116.29048312500001,20.240717993139206,0.4707143719334708,1.2712499999999998,333.5596510076763,1.245854974614347,-0.25282789547176926,16.330000000000002,67.27499999999999,1005.9250000000001,0.0,14.167,0.0,55.466875,1.0188099999999998,41.81181608670072,20.051630310551207,859.7796955336021,0.0,8.0,62.5,250.0,0.0
2026-05-09T22:44:00,40.139723333333336,116.28905250000001,20.711432365072675,0.4707143719334672,1.2321875,331.5214646888244,1.1980931631511813,-0.28785205847213746,16.275347222222223,67.26944444444445,1005.9208333333332,0.0,14.165472222222222,0.0,55.75678819444444,1.0191429166666668,41.81181608670072,20.0581825842078,879.8378781178099,0.0,8.0,62.5,250.0,0.0
2026-05-09T22:45:00,40.1438125,116.28762187500001,21.182146737006143,0.4707143719334708,1.1933333333333334,329.5219542755942,1.1498808586084277,-0.3190900428568549,16.220555555555556,67.26111111111112,1005.9166666666666,0.0,14.163555555555556,0.0,56.04361111111112,1.0194766666666668,41.81181608670072,20.064751259050315,899.9026293768602,0.0,8.0,62.5,250.0,0.0
2026-05-09T22:46:00,40.14790166666667,116.28619125,21.652861108939614,0.4707143719334708,1.1546875,327.56614359452595,1.1014565936014264,-0.3465495564391797,16.165625,67.25,1005.9125,0.0,14.16125,0.0,56.32734375,1.01981125,41.81181608670072,20.0713363350783,919.9739657119385,0.0,8.0,62.5,250.0,0.0
2026-05-09T22:47:00,40.151990833333336,116.284760625,22.123575480873086,0.4707143719334708,1.11625,325.6583145651353,1.0530476317896516,-0.3702765826813877,16.110555555555557,67.23611111111111,1005.9083333333334,0.0,14.158555555555555,0.0,56.60798611111112,1.0201466666666665,41.81181608670072,20.077937812291903,940.0519035242304,0.0,8.0,62.5,250.0,0.0
2026-05-09T22:48:00,40.15608,116.28333,22.594289852806554,0.4707143719334672,1.0780208333333334,323.8020003120961,1.0048656692384526,-0.3903510008782499,16.05534722222222,67.21944444444445,1005.9041666666666,0.0,14.155472222222222,0.0,56.88553819444445,1.0204829166666667,41.81181608670072,20.084555690690987,960.1364592149214,0.0,8.0,62.5,250.0,0.0
