sample_id,ok,cpu_execute_ms_avg,gpu_execute_ms_avg,speedup_cpu_over_gpu,norm_cpu_gpu_rmse,norm_cpu_gpu_abs_diff_mean,norm_cpu_gpu_abs_diff_max,dbm_cpu_gpu_rmse,dbm_cpu_gpu_abs_diff_mean,dbm_cpu_gpu_abs_diff_max,gpu_rmse_db,gpu_mae_db,gpu_psnr_db,cpu_rmse_db,cpu_mae_db,cpu_psnr_db
166_k0,True,1340.8589929749724,263.70241699623875,5.084742901670474,0.0011502206325531006,0.0009582721395418048,0.00620805099606514,0.014737686142325401,0.012278287671506405,0.0795440673828125,2.461911931958122,1.4915146827697754,28.057336851400056,2.4641570813901326,1.4899998903274536,28.049419332792475
