x,y,phi,kappa_end,vw_x,vw_y,v,xtol,ytol,phi_tol,kappa_tol,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11
40,-100,5.7595865316,0,0,0,5,0.0267452172,0.0447213595,-0.0507315553,0.0139936519,-0.0071293383,0.0003185173,-4.60935049405297E-06,2.10659725175391E-08,0.0075644587,-0.000344656,4.4076607549437E-06,-1.65214505231633E-08,54.7813420654,34.832936818,31.8429191313
-75,80,4.1887902048,0,0,0,5,0.0445284559,-0.0444433665,-0.0524514588,0.0141415143,0.0043387569,-0.0001181616,1.05378642512812E-06,-3.07547107838741E-09,0.0064308649,-0.0002482831,2.72569471597148E-06,-0.000000009,130.4093859003,8.1809632069,40.398046014
-50,55,2.617993878,0,0,0,5,0.0284197403,0.008071345,0.0491396884,-0.0136226282,0.0032573231,-6.61944462907807E-05,4.32583921230987E-07,-0.000000001,0.0021884933,-6.21945447564227E-05,5.3821335791523E-07,-1.45488418572396E-09,131.8802422464,2.3774289487,3.1792200786
-75,80,3.6651914292,0,0,0,5,0.0445398772,-0.0443863376,-0.0509012958,0.0141407157,0.0041096175,-0.0001062643,9.06720616044768E-07,-2.56825297478335E-09,0.0053772508,-0.0002032549,2.14623463935438E-06,-6.78927757438353E-09,112.4678548187,20.5071940142,36.8219365265
40,-100,4.7123889804,0,0,0,5,-0.0446819976,0.0447148755,0.0447212723,-0.0141343302,-0.0080324253,0.0004067622,-6.78626147802516E-06,3.70845794189044E-08,-0.0045987294,0.0004316298,-9.58220755703561E-06,6.04540974796684E-08,52.7970592916,55.8581483573,8.6920279024
-75,80,3.1415926536,0,0,0,5,0.0446867325,-0.0446377706,-0.0447258405,0.014140022,0.0040295366,-0.0001023458,8.61947589823065E-07,-2.4086658978388E-09,0.0030823322,-0.0001382172,1.55550843285001E-06,-5.05363346568082E-09,111.5962645092,30.7183593393,23.5529361876
40,-100,4.1887902048,0,0,0,5,-0.0445866813,0.0446884667,0.0509089903,-0.0141411955,-0.0086670026,0.0004723381,-0.000008426,4.85996015662931E-08,-0.0099994997,0.00069572,-0.000013541,0.000000079,47.5425195915,50.2374489673,21.1561000043
-50,55,2.0943951024,0,0,0,5,0.0032720195,0.010334402,0.0501866273,-0.0139745458,0.0027623027,-4.65502280114815E-05,2.30863471929572E-07,-3.27572339879049E-10,-0.0049598632,0.0001504004,-1.3174155205013E-06,3.51396321658181E-09,99.5176276448,0.2308447031,45.5446494958
-50,55,1.5707963268,0,0,0,5,-0.0138530107,0.0118405516,0.0414332098,-0.0140414021,0.0016361841,-8.18475700114418E-06,-1.28109902964065E-07,6.46219511488445E-10,-0.0047480873,0.0001360787,-1.11305638607286E-06,2.75452009682597E-09,115.735602223,0.0588539148,54.1645460847
40,-100,3.6651914292,0,0,0,5,-0.0446413595,0.0446908772,0.0524547928,-0.0141419261,-0.0088215064,0.0004800548,-0.000008133,4.26804754577341E-08,0.0070893541,-0.000483072,8.83423934408578E-06,-4.76628183345917E-08,34.7170296368,27.3297542085,64.1508163859
40,-100,3.1415926536,0,0,0,5,-0.0202711279,0.0275380367,0.0440577464,-0.0140909201,-0.0061622649,0.0002579585,-3.09057564511198E-06,1.12240778029451E-08,0.005509228,-0.0002518131,3.16247654829317E-06,-1.18168878004258E-08,37.5873976772,13.0480165947,93.2143348298
-50,55,1.0471975512,0,0,0,5,-0.0213454075,0.007982599,-0.0487646127,-0.0138512954,0.0017552303,-1.54081658430389E-05,-2.32447098101664E-08,2.56315662775989E-10,-0.0041890952,0.0001058387,-7.63824806579661E-07,1.66841617705689E-09,129.4170935777,0.0408036846,65.3768257508
-75,80,2.0943951024,0,0,0,5,0.044688377,-0.0445979556,0.0524545536,-0.0141416683,0.0039256965,-9.73824749215758E-05,8.04589091170472E-07,-2.19741918781867E-09,-0.0044024189,0.0001641567,-1.66978714510734E-06,0.000000005,109.4742554452,23.4039000043,35.1083815145
40,-100,2.617993878,0,0,0,5,-0.0210154127,0.0274524168,0.0503196941,-0.0141111613,-0.0045527261,0.0001558303,-1.50763098102879E-06,4.39797219169828E-09,0.0043765226,-0.0001599958,1.60385441483281E-06,-4.77984791755786E-09,44.9324137262,4.9477491418,116.8844979885
-75,80,1.5707963268,0,0,0,5,0.0447200141,-0.0447040602,0.0447362261,-0.0141421302,0.0037180326,-0.000087537,6.90196024821339E-07,-1.81467091914364E-09,-0.0055802605,0.0001869367,-1.78067146544209E-06,5.11906128631037E-09,122.5308340144,9.8612110096,43.9995919703
40,-100,2.0943951024,0,0,0,5,-0.0001751397,3.66483446327948E-05,0.0492741051,-0.0140266919,-0.0026643398,6.81492155124964E-05,-5.37585041429756E-07,1.32223288902484E-09,0.0042163111,-0.0001211559,0.000001008,-2.53882052979231E-09,52.1559675571,2.0027462072,139.8772259449
-50,55,0.5235987756,0,0,0,5,0.0447518458,0.0447393609,0.0524794993,-0.0142126704,0.0024832075,-3.75156593604062E-05,1.67630245193411E-07,-2.41348152412332E-10,-0.0042239576,0.0001071069,-7.72261974538482E-07,1.68046326261787E-09,131.9078871165,0,66.9603142279
40,-100,1.5707963268,0,0,0,5,0.0020624124,0.0068234156,-0.0407104166,0.0140173913,-0.0043983899,0.0001238519,-9.95912384196867E-07,2.42556442198267E-09,-0.0025265004,8.89364885532183E-05,-7.95788733912302E-07,2.06335275001892E-09,65.1995018428,0.3610717538,135.406694972
-75,80,1.0471975512,0,0,0,5,0.0447215016,0.0447213192,0.0509136265,-0.0142126705,0.0034056155,-7.33032860298936E-05,5.24752885325491E-07,-1.26408599352605E-09,-0.0052854855,0.0001677086,-1.51312444094633E-06,4.12013405105703E-09,141.5996875544,2.64973440504379E-24,50.0244224448
40,-100,1.0471975512,0,0,0,5,0.0231853214,0.0032723763,-0.0513002121,0.0141082125,-0.004697712,0.0001333041,-1.09546175155154E-06,2.76823003939259E-09,-0.002175697,0.000102197,-1.1158731244289E-06,3.44404214917259E-09,63.8585563051,0.0255194296,113.421423363
-75,80,0.5235987756,0,0,0,5,0.0043553723,0.0042151299,0.0488150386,-0.0139904982,0.0029621795,-5.24992571594965E-05,2.5263977828499E-07,-2.9567337128765E-10,0.0027369241,-0.0001045381,1.01083046593489E-06,-2.83151839304067E-09,96.719806183,0.1472611401,122.9474605256
40,-100,0.5235987756,0,0,0,5,0.0223787371,0.0130571249,-0.0501636423,0.0141048137,-0.0045705431,0.000125712,-9.70627840299545E-07,2.1406363687313E-09,-0.002243214,0.000144709,-2.03606142579563E-06,0.000000008,64.0743838229,0.0360434969,89.6867531485
-50,55,0,0,0,0,5,0.0448781855,0.0449073007,0.0447570627,-0.01421267,0.0027321747,-0.000046372,2.48828141335596E-07,-4.46745766074413E-10,-0.004337779,0.0001129568,-8.36384931087218E-07,1.8690348916741E-09,145.1989851795,0,67.5867875265
-75,80,0,0,0,0,5,0.0081694253,0.001324623,0.0413908055,-0.0140082302,0.00317866,-0.000061986,0.000000363,-6.55301061419733E-10,0.0037251007,-0.0001251599,1.14043116460341E-06,-3.07925947723616E-09,105.9356447839,0.3486009994,130.3843233443
-50,50,5.7595865316,0,0,0,5,0.0447213596,-0.0447213596,-0.0524580414,0.0141421356,0.0040090725,-9.91501987646253E-05,7.63423876467968E-07,-1.82078741217722E-09,-0.0025100071,0.000081479,-6.99784050376471E-07,1.75588350910923E-09,71.0064450258,2.26692094669225E-22,138.4407493922
35,20,5.7595865316,0,0,0,5,-0.0005035382,-0.0103933164,-0.04260208,0.0140840961,0.0024799361,-0.000042272,2.1520294853471E-07,-3.38714156835452E-10,-0.0007054004,2.05478048546003E-05,-1.39077059777165E-07,2.60261066158554E-10,9.5365666916,0.6307432578,188.6514764601
-25,40,1.0471975512,0,0,0,5,0.0174703938,-0.0281101476,0.0497350438,-0.0140413318,-0.0024686069,3.8326307209919E-05,-1.95575752688083E-07,3.27794615494009E-10,-0.0014817926,3.99650524576822E-05,-2.71306134081276E-07,5.3435525670695E-10,138.7180670859,0.891364375,44.7823282943
-75,75,5.7595865316,0,0,0,5,0.0447213598,-0.0447213596,-0.0524580414,0.0141421356,0.0040314078,-0.000100258,7.76254618297322E-07,-1.8617035211195E-09,-0.0031792674,9.91711924734453E-05,-8.30482252035605E-07,2.05101406851011E-09,73.9251188916,26.2423410655,140.9842913938
-25,40,0.5235987756,0,0,0,5,0.0310344496,-0.0080016495,0.0492159275,-0.0139557896,-0.0026090818,4.27393439650576E-05,-2.27517271431616E-07,3.93470176688844E-10,-0.0026184822,6.13054113991727E-05,-4.00140604300335E-07,7.84342716179573E-10,135.4395309576,0.8520206306,60.8625682539
-50,50,5.235987756,0,0,0,5,0.0447213596,-0.0447213595,-0.0509136301,0.0141421356,0.0043377948,-0.0001178992,1.03327630317738E-06,-2.83708905160652E-09,-0.0030326835,0.0001069976,-1.03923681772802E-06,0.000000003,64.4660749913,5.00086611983951E-22,121.3662761196
-50,50,4.7123889804,0,0,0,5,0.0076443959,-0.0043015709,-0.0415126205,0.0139521337,0.0044967131,-0.0001284905,1.22730573171971E-06,-3.83131185168704E-09,-0.0034842546,0.00015023,-1.80175769634724E-06,6.39656690740325E-09,63.0743072286,0.8210426497,98.7325084119
-75,75,5.235987756,0,0,0,5,0.0447213596,-0.0447213595,-0.0509136301,0.0141421356,0.0042909148,-0.0001158394,1.02082157636228E-06,-2.83005049005242E-09,-0.0036732171,0.0001326188,-1.27960821270708E-06,3.63758624554394E-09,88.2036984527,6.9215571703,122.1782793543
-50,50,4.1887902048,0,0,0,5,0.0282318632,-0.01552668,-0.0514649822,0.0140519602,0.0041088388,-0.0001064671,9.13177836722413E-07,-2.57879451799067E-09,0.0054552074,-0.0001969658,2.01735844322989E-06,-6.24026256041627E-09,101.0403926052,0.9693820047,41.5926737851
35,20,4.7123889804,0,0,0,5,-0.0155397321,-0.0232852706,-0.0435836435,0.0141122509,-1.04335633514531E-17,2.57427284829574E-19,-1.70336999419866E-21,3.32173717588784E-24,-0.0003345214,1.88968208464781E-05,-1.40408921910487E-07,2.6921342541138E-10,0,2.8753345314,181.8463557132
-50,50,3.6651914292,0,0,0,5,0.0661886665,0.0144478056,-0.0425291636,0.0134009595,0.0039298417,-0.000098029,8.15351177678517E-07,-2.20426110489198E-09,0.0016079805,-5.69131942453348E-05,5.53793328004948E-07,-1.61244617610724E-09,97.7099665728,0.9576413506,38.4658451698
-75,75,4.7123889804,0,0,0,5,0.0445273922,-0.0444441816,-0.0447309355,0.0141417948,0.0049848955,-0.0001581173,1.694919725466E-06,-5.78911403171741E-09,-0.005566258,0.0002213468,-2.51455892740124E-06,8.60383959837296E-09,73.2451031392,18.4461146572,102.0295386427
35,20,4.1887902048,0,0,0,5,0.001141127,0.0114531982,0.0451737437,0.0090825785,0.001477196,-2.89182868705182E-05,0.000000172,-3.18944553017415E-10,-0.0009607882,3.8492505051127E-05,-3.06457871032178E-07,6.67175604837299E-10,0.6162112075,0.0820756212,164.3131261974
35,20,3.6651914292,0,0,0,5,-0.0047967637,0.0163475949,0.0503019874,-0.008384749,-0.0013263823,4.75179407174289E-05,-3.81085250151844E-07,8.5772249760921E-10,0.0007005272,9.17351714333796E-06,-1.64608866478261E-07,4.76182499711403E-10,33.9420315803,1.6321802154,151.0894295902
-75,75,4.1887902048,0,0,0,5,0.0445341011,-0.0444206524,-0.052451325,0.0141414834,0.0043666019,-0.0001202623,1.09677885778131E-06,-3.30423369033094E-09,0.006347348,-0.0002418762,2.62087833656192E-06,-8.57080153144069E-09,121.8599636295,14.1487463236,40.333103051
-75,75,3.6651914292,0,0,0,5,0.0405217894,-0.0362590829,-0.0505877336,0.0141040608,0.0040619604,-0.0001038703,8.7726441949358E-07,-2.45653996258555E-09,0.0048934473,-0.0001845092,1.92907275484421E-06,-0.000000006,111.6233930234,19.7172239428,36.3720882122
35,20,3.1415926536,0,0,0,5,0.0059741235,0.0113819767,0.0418131917,-0.0117924277,-0.0015488315,5.30065892571487E-05,-4.21303672840268E-07,9.47476916825344E-10,0.0039468475,-9.40925464127938E-05,6.40503544773677E-07,-1.31998410397051E-09,56.3668825534,0.0847806142,90.3198889218
-50,50,2.617993878,0,0,0,5,0.0405264662,0.0331967551,0.0506016375,-0.0140442356,0.0030208634,-5.63722932529578E-05,3.27072128496364E-07,-6.37922628144848E-10,0.0043369454,-0.0001249424,1.07043991478955E-06,-2.82919434056641E-09,134.3740813889,0.7372018185,3.1111721933
-25,35,5.7595865316,0,0,0,5,0.0045625798,-0.0059953132,-0.0485097052,0.0140530307,0.0040718101,-0.0001040842,7.59531294405714E-07,-1.67779910418637E-09,0.0003445093,1.86878749316552E-05,-2.55496928424206E-07,7.39535539191307E-10,67.8890551647,0.3170660575,126.0676424135
-50,50,2.0943951024,0,0,0,5,-0.0037696321,0.0140084268,0.0506549666,-0.0140301972,0.0021685998,-2.47623596422084E-05,1.1290415334127E-08,3.14451896790604E-10,-0.0049501871,0.0001486677,-1.27939862513943E-06,3.33856408645994E-09,104.0906034076,0.1270486917,46.8337471303
-75,75,3.1415926536,0,0,0,5,0.0132506997,-0.0001658428,-0.0339976535,0.0116565694,0.004030597,-0.000102575,8.61756324252131E-07,-2.36508962745149E-09,0.0009447242,-2.97268105023097E-05,2.80279879723979E-07,-8.18802197706311E-10,99.9184856777,39.5706008294,25.0881464101
-50,50,1.5707963268,0,0,0,5,-0.0104470108,0.0066932507,0.0401795155,-0.0140167089,0.0010318495,4.87940966277599E-06,-1.88770864434212E-07,6.74207773270413E-10,-0.0044247221,0.0001183264,-9.04176055175897E-07,2.09187086161101E-09,128.207302293,0.0700298864,58.2581642557
-75,75,2.0943951024,0,0,0,5,0.0447200608,-0.0447148964,0.0524579173,-0.0141421198,0.0038496105,-9.36803706846821E-05,7.61287821631813E-07,-0.000000002,-0.0045419739,0.000164685,-1.64179005047576E-06,4.87285382982227E-09,112.1077388287,18.1769136786,36.6502004879
-25,35,5.235987756,0,0,0,5,-0.002694644,0.0026506334,-0.0451077792,0.0140630294,0.0035204033,-9.03029196150535E-05,7.06438477135054E-07,-1.71480290446625E-09,0.0008639163,0.000006121,-2.10076755915916E-07,7.91135710533798E-10,70.77674567,0.1682750228,106.1730256861
-75,75,1.5707963268,0,0,0,5,0.0439275525,-0.0114490016,0.0447037881,-0.0141391308,0.0036076016,-0.000082523,6.33555963229947E-07,-1.62879787034566E-09,-0.0054918647,0.0001811151,-1.69852067872208E-06,4.80762992368212E-09,130.7862281269,0.3659729632,45.1164303917
35,20,1.5707963268,0,0,0,5,-0.0447213593,0.0447213596,-0.088641456,0.0464057533,-0.0094574925,0.0005369546,-8.66858084364324E-06,4.22353232981889E-08,0.0018011487,3.51852698115744E-05,-1.72057806408995E-06,1.19291965327878E-08,0,2,43.0934601788
-25,35,4.7123889804,0,0,0,5,0.0384630541,-0.0414790965,-0.0446481624,0.0141360266,0.0043948201,-0.0001232174,1.13705880027444E-06,-3.3098303601574E-09,0.005580439,-0.0001870238,1.78264685342041E-06,-5.12901056844802E-09,77.1443044341,1.9712622794,49.4148247528
35,20,1.0471975512,0,0,0,5,-0.007659972,-0.0061814103,-0.0213675204,0.0087231756,0.0086153687,-0.0010210318,0.000038385,-4.62937509865409E-07,0.0059308375,-0.0008197617,3.59656390758811E-05,-5.02488525029071E-07,5.2129765651,1.3824907085,35.8052555603
-25,35,4.1887902048,0,0,0,5,0.0292383815,-0.0098954218,-0.0513684315,0.0140440512,0.004260703,-0.0001167189,1.10934464754686E-06,-3.43360275970968E-09,0.0032445781,-0.0001393521,1.54888958122388E-06,-0.000000005,72.7470698207,0.7109275524,41.2479958582
-25,35,3.6651914292,0,0,0,5,0.0084107054,0.0050816219,0.0138305442,0.0060551128,0.003242309,-6.7664390648856E-05,4.89816180439483E-07,-1.17122904977224E-09,-0.0014526681,3.53712802725793E-05,-2.64758528956375E-07,6.22417462207244E-10,93.650129806,0.9487197701,18.4832086503
-50,50,0.5235987756,0,0,0,5,-0.1697071142,0.3431838569,0.0890980145,-0.025969957,0.002133796,-2.59570606672537E-05,6.5564726661141E-08,2.65965882480696E-11,-0.0032865769,6.7307162125242E-05,-4.38856691552948E-07,8.98280677312577E-10,125.7288010464,0.0596790955,79.086958988
-75,75,1.0471975512,0,0,0,5,0.0447213564,0.0447436854,0.0509387114,-0.0142125955,0.0033137468,-6.93999349453962E-05,4.83410008010702E-07,-1.13650044799254E-09,-0.0051999692,0.0001623256,-1.44086009573706E-06,3.85988168862629E-09,140.9508879936,1.0285575569695E-38,51.180641013
-75,75,0.5235987756,0,0,0,5,0.0169826616,0.0177568486,0.051720608,-0.0141134069,0.0027584518,-4.51725990467811E-05,1.9382377390228E-07,-1.82553060470196E-10,0.0020004618,-8.39651379156375E-05,8.24205866725646E-07,-2.29044429682123E-09,99.4196312463,0.034401615,123.1600441417
-25,35,3.1415926536,0,0,0,5,-0.0451785414,0.0462240473,0.0446903539,-0.0377077084,0.0022685587,-2.87871654154103E-05,6.18867844575122E-08,1.10400098586311E-10,-0.0047790273,0.0001371086,-1.11850653375008E-06,2.75378386946399E-09,101.7085987915,-1.02036133763657E-47,17.7089987789
-75,75,0,0,0,0,5,0.0072122026,0.0023117691,0.041142006,-0.0140064211,0.003082898,-0.000057907,3.18475163100828E-07,-5.22351700386911E-10,0.0035047867,-0.0001151499,1.01977413664994E-06,-2.67050074875536E-09,104.3229528311,0.2462726895,134.1072577252
-50,50,0,0,0,0,5,0.0124719182,0.0052775492,0.041888886,-0.0140843481,0.0025849619,-4.14276570356551E-05,0.000000208,-3.30438597012087E-10,-0.001838008,1.8959519293166E-05,-8.24257662742455E-09,-1.78731146282766E-10,131.9722457179,0.8887648441,108.534783849
-50,45,5.7595865316,0,0,0,5,0.0452672475,-0.3107134315,-0.0620646678,0.0141442483,0.0031700725,-7.56139470209241E-05,5.8892172637698E-07,-1.43918017293283E-09,-0.0010532014,5.10981830581409E-05,-5.09340286323317E-07,1.38626298558339E-09,95.716276657,0.2027160953,126.9159176829
35,-20,5.235987756,0,0,0,5,-0.0264629923,0.0217743716,0.0452633125,-0.0127982146,-0.0096045388,0.0007400616,-1.5054588301962E-05,4.90538767315676E-08,0.0037987159,-0.0007855592,0.000042371,-6.55150324982018E-07,17.1642201755,1.2695531221,23.6216040454
-75,70,5.7595865316,0,0,0,5,0.0447213651,-0.0447437117,-0.0524846952,0.0142126608,0.0039449122,-9.67721527525162E-05,7.51286148380236E-07,-1.81611843812272E-09,-0.0030814301,0.000098718,-8.38298314761478E-07,2.09131857555086E-09,80.0800989131,18.5826020865,139.3371820839
35,-20,4.7123889804,0,0,0,5,-0.0447208337,-0.0447209819,0.0886412781,-0.0464058296,-0.0094574925,0.0005369546,-8.66858084364323E-06,4.22353232981888E-08,-0.0018011527,-3.51848034756758E-05,1.72056467119488E-06,-1.19291089430525E-08,0,2,43.0934595107
-50,45,5.235987756,0,0,0,5,0.0447213596,-0.0447213595,-0.0509136301,0.0141421356,0.0043291826,-0.0001182922,1.06712297157833E-06,-0.000000003,-0.0034001216,0.0001185896,-1.17269683260867E-06,3.45641081452776E-09,63.2719795211,3.53665276295848E-22,118.678686188
-75,70,5.235987756,0,0,0,5,0.0447213595,-0.0447213595,-0.0509136301,0.0141421356,0.0043513501,-0.0001194681,1.08155033495544E-06,-3.09152509192185E-09,-0.0040476541,0.0001456459,-1.42954598345838E-06,4.16086604364005E-09,87.4560008985,5.9002331909,119.7038401038
-50,45,4.7123889804,0,0,0,5,0.0290806713,0.0145134688,-0.0425058602,0.0139837426,0.0045691354,-0.0001314521,1.2296362573552E-06,-3.7155344932821E-09,0.0013387023,6.61852801634638E-06,-4.53504421868553E-07,2.33990214981717E-09,83.3138532207,0.7599102313,79.6279879159
-50,45,4.1887902048,0,0,0,5,0.0092329643,-0.0029660469,-0.0478013029,0.0137712531,0.0040508653,-0.0001037994,8.78092382196453E-07,-2.41048953639087E-09,0.0039159081,-0.0001300365,1.2404913056677E-06,-3.60166104879889E-09,96.6539740167,0.9983112102,46.0986863223
-75,70,4.7123889804,0,0,0,5,0.0267393381,-0.0212030791,-0.0440814777,0.0140995449,0.0046028904,-0.0001350523,1.34225922897974E-06,-4.33723217894926E-09,-0.0049848058,0.0002022706,-2.30444187537747E-06,7.85347015838334E-09,82.7927726458,6.8062698606,101.9045804329
-50,45,3.6651914292,0,0,0,5,0.0409901587,-0.0102309551,-0.0502528778,0.0140347188,0.0038123165,-9.23452212383588E-05,7.51839614791931E-07,-0.000000002,0.0011195888,-5.31561080691521E-05,5.62150228044165E-07,-1.6749029386533E-09,110.1229337742,1.1275822901,24.977009619
-25,35,1.0471975512,0,0,0,5,0.0186024616,-0.0280480106,0.0497910185,-0.0140460555,-0.0025311026,0.000040473,-2.14640905558001E-07,3.72424824103962E-10,-0.0013244908,3.76429012037004E-05,-2.60900237934076E-07,5.20064014782903E-10,134.4145570434,0.8802203175,44.4561991168
-75,70,4.1887902048,0,0,0,5,0.0445396924,-0.0443895169,-0.0524510069,0.0141414679,0.0042044321,-0.0001113916,9.74466651381346E-07,-2.81566203801556E-09,0.0061075124,-0.0002239468,2.33494992265053E-06,-7.34734859179372E-09,126.6421325977,6.1802612329,41.3618741207
-75,70,3.6651914292,0,0,0,5,0.0280979694,-0.0161539556,-0.0492742625,0.0139592988,0.0040269572,-0.0001021427,8.54679901077294E-07,-2.3565594258889E-09,0.0039165141,-0.0001422167,1.44432430032746E-06,-4.41172053920881E-09,108.1302415461,20.5656822827,37.4504601448
-25,35,0.5235987756,0,0,0,5,0.0216391122,-0.0261735219,0.0517828982,-0.0140996319,-0.0025614923,4.09006133750295E-05,-2.09301153040266E-07,3.50406086590711E-10,-0.0030989297,7.44391062036918E-05,-4.95275694117984E-07,0.000000001,132.3388869124,0.504116591,58.7686239543
35,-20,3.1415926536,0,0,0,5,0.005974121,-0.0113819788,-0.0418131917,0.0117924277,0.0015488315,-5.30065892570644E-05,4.21303672824661E-07,-9.47476916770688E-10,-0.0039468475,9.40925463675423E-05,-6.40503544347881E-07,1.3199841029202E-09,56.3668825476,0.0847806143,90.3198889401
-75,70,3.1415926536,0,0,0,5,0.0285618603,-0.0123986672,-0.0369713733,0.0125099299,0.0039057312,-9.62218914415348E-05,7.83509561242262E-07,-2.09491980986815E-09,0.0010919263,-3.28964176204913E-05,0.000000298,-8.37816025062615E-10,108.6146016359,33.0344698025,21.3692002506
35,-20,2.617993878,0,0,0,5,-0.0447213598,-0.0447213595,-0.0524580414,0.0075749094,0.0013908041,-0.000050387,4.07197881716922E-07,-9.20899092108741E-10,-0.0007701143,-7.87946568963018E-06,1.58902061883842E-07,-4.70060583496453E-10,34.006,2,148.5906597821
-50,45,2.617993878,0,0,0,5,0.00320767,0.0146121125,0.0495359293,-0.0140634435,0.0026420433,-4.12673017564097E-05,0.000000164,-1.02115709794088E-10,-0.0030403432,0.0001096898,-1.03737137526364E-06,2.87559319822907E-09,106.1779808912,0.27651927,34.6079946342
-75,70,2.0943951024,0,0,0,5,0.0095464004,-0.0002817064,0.0462743365,-0.0135566155,0.0037257526,-8.80846133248459E-05,6.96812325348523E-07,-1.81388951906339E-09,-0.0037275391,0.0001115262,-9.93095201224722E-07,2.73439421555287E-09,106.9061296187,14.1265415087,46.2301012359
-50,45,2.0943951024,0,0,0,5,-0.0130483146,0.0141503157,0.0507851923,-0.0140582236,0.0015851577,-6.61242864312663E-06,-1.41277386199189E-07,6.80582443541856E-10,-0.0047583895,0.0001367554,-1.12230010502373E-06,2.7871800654056E-09,110.1322372697,0.0662983044,49.5028827566
35,-20,2.0943951024,0,0,0,5,-0.0447213595,-0.0447213596,-0.0509136301,-0.0101769591,-4.31368154058928E-05,-0.000020469,0.00000021,-5.06312237687373E-10,0.000886414,-3.62648174544507E-05,2.87475604853011E-07,-6.23740279593564E-10,7.42125224100047E-23,0,166.5161552844
35,-20,1.5707963268,0,0,0,5,-0.0157751424,0.0231179362,0.043568263,-0.0141124415,1.62918046658135E-16,-3.19947616418669E-18,1.8583294471905E-20,-3.31766754924781E-23,0.0003450089,-0.000018667,1.36706509341265E-07,-2.59030248443756E-10,0,1.8830137167,183.6556904696
-25,30,5.7595865316,0,0,0,5,0.025634435,-0.0211825629,-0.0518986362,0.0141253115,0.0042957694,-0.0001111759,8.22111253609262E-07,-1.83966357758515E-09,0.000872229,8.49453287807486E-06,-1.99896270940714E-07,6.51996059159487E-10,68.6415268806,0.1444340642,118.9500718055
-75,70,1.5707963268,0,0,0,5,0.044721376,0.0447213811,0.0447362801,-0.0141421356,0.0034802887,-7.67415964057707E-05,5.66872448710666E-07,-1.40161752116646E-09,-0.0052931833,0.0001681975,-1.5197452738754E-06,4.14418899558361E-09,129.6869057466,9.4399089889955E-21,47.0131217051
-75,70,1.0471975512,0,0,0,5,0.009333583,0.002056492,0.0481125728,-0.0139727963,0.0031518139,-6.2647618358692E-05,4.10103762335416E-07,-8.99751102006172E-10,-0.0047641226,0.0001408438,-1.19863084929491E-06,3.10380222556944E-09,139.1240004883,0.9054037544,54.9216291153
-25,30,5.235987756,0,0,0,5,0.0447213605,-0.0447213596,-0.0509136301,0.0141421356,0.0046081545,-0.0001292379,1.06476460096968E-06,-2.67087266086507E-09,0.0022079865,-2.53395559438896E-05,5.11065947684715E-09,3.42616139404787E-10,65.0571989612,2,92.9370977541
-75,70,0.5235987756,0,0,0,5,0.0043001487,0.0044864962,0.0488260859,-0.0140151373,0.0027060396,-4.44270605033076E-05,2.09207992530807E-07,-2.71154531662674E-10,0.0010085203,-0.000058998,6.26438346397511E-07,-1.79146980284264E-09,106.0851155036,0.2083460735,120.6598761434
-25,30,4.7123889804,0,0,0,5,0.0291457363,-0.0105772446,-0.0439812238,0.0140860649,0.0042753199,-0.0001163155,1.06646846843572E-06,-3.16350048668664E-09,0.0052813939,-0.0001909097,1.93950133415427E-06,-5.92378668663834E-09,78.4762963985,0.570343742,46.7783774632
35,-20,0.5235987756,0,0,0,5,-0.020520803,0.041239429,0.0520267284,-0.0141397936,-0.0030836882,5.73220834685972E-05,-0.000000304,4.8740042662426E-10,0.0007430914,-2.07619283117229E-05,1.37592522061721E-07,-2.53381031136419E-10,7.5680172344,0.0752182225,191.0231272772
-75,70,0,0,0,0,5,0.0060861926,0.0030362617,0.0407822593,-0.0140007035,0.0029386037,-0.000052099,2.59513452959103E-07,-3.5430860329354E-10,0.0033029724,-0.0001088937,9.58726301965928E-07,-2.48776015928049E-09,104.8485880298,0.1930738218,135.2696258206
-25,30,4.1887902048,0,0,0,5,0.0408379103,-0.041293608,-0.0523674483,0.0141229615,0.0034676402,-0.000079626,6.55615860988364E-07,-1.76052826739241E-09,-0.0049766975,0.0001499286,-1.29471476226936E-06,3.38796402409879E-09,110.8554654442,0.852121101,4.3821142659
-75,65,5.7595865316,0,0,0,5,0.0402674432,-0.0374835471,-0.0523250088,0.0141374598,0.0039435356,-9.72935418826944E-05,7.70625633660755E-07,-1.91062351857058E-09,-0.0032879139,0.0001064623,-9.21675244571427E-07,2.35098979544304E-09,82.4416152654,14.9639293763,136.5837921335
-75,65,5.235987756,0,0,0,5,0.0447213595,-0.0447213595,-0.0509136301,0.0141421356,0.0042693867,-0.0001149445,1.02560190755758E-06,-2.91748972624479E-09,-0.0040694267,0.0001478273,-1.46534220873304E-06,4.30731923255745E-09,90.1461816765,1.3109200636,118.4517914997
-75,65,4.7123889804,0,0,0,5,0.0445346327,-0.0444051907,-0.0447309967,0.0141418015,0.0047537028,-0.0001446572,1.50644378060405E-06,-0.000000005,-0.0053806597,0.0002040441,-2.24856531628041E-06,7.49885839877065E-09,75.0019033539,9.6570415164,104.2732216652
