0,1.8759,
0,33.6102,
0,5.87109,
0,11.8288,
0,2.49082,
0,2.28702,
0,5.0214,
0,1.88362,
0,1.85087,
0,33.8366,
0,7.88859,
0,7.47696,
0,15.1998,
0,2.92889,
0,2.38003,
0,9.94408,
0,3.64959,
0,2.60493,
0,4.36158,
0,3.75041,
0,17.6702,
0,16.5943,
0,5.80768,
0,3.31452,
0,7.42158,
0,15.6883,
0,6.05753,
0,26.062,
0,5.69368,
0,2.37634,
0,3.37057,
0,31.3034,
0,18.247,
0,35.5075,
0,7.72101,
0,5.30321,
0,13.2835,
0,5.37835,
0,11.2486,
0,10.6637,
0,9.82386,
0,11.6714,
0,17.5511,
0,3.05353,
0,4.05894,
0,16.3543,
0,3.77656,
0,6.33098,
0,3.46946,
0,8.65606,
0,3.17797,
0,2.46291,
0,5.74655,
0,1.99588,
10,17.7207,
10,4.40169,
10,3.53422,
10,3.79833,
10,7.30638,
10,15.5321,
10,4.6968,
10,3.8904,
10,6.31518,
10,7.14081,
10,13.7839,
10,12.9709,
10,2.38245,
10,28.6393,
10,3.67882,
10,8.99651,
10,11.0151,
10,77.8099,
10,15.3407,
10,2.55551,
10,9.47763,
10,1.9669,
10,5.53362,
10,6.24251,
10,8.01478,
10,13.053,
10,3.24853,
10,8.81814,
10,3.03177,
10,8.47786,
10,4.45417,
10,2.47754,
10,11.5483,
10,2.08295,
10,6.77765,
10,1.24259,
10,5.26105,
10,22.6374,
10,11.4222,
10,32.5971,
10,11.1499,
10,6.43828,
10,3.32763,
10,5.62243,
10,3.45957,
10,14.2161,
10,5.42637,
10,6.41716,
10,7.4274,
20,7.98092,
20,3.66722,
20,5.84926,
20,11.5922,
20,13.9069,
20,5.01721,
20,3.45707,
20,2.30512,
20,7.50788,
20,4.91614,
20,3.24094,
20,5.44878,
20,2.28633,
20,14.4617,
20,5.58187,
20,14.918,
20,6.05195,
20,6.9188,
20,8.23244,
20,18.2265,
20,2.92524,
20,14.371,
20,4.58939,
20,6.63674,
20,8.08562,
20,3.88152,
20,5.48686,
20,6.58589,
20,4.21181,
20,3.55119,
20,12.4474,
20,7.60721,
20,5.0657,
20,7.85454,
20,7.10567,
20,3.17007,
20,7.30465,
20,7.51961,
20,3.22368,
20,6.53562,
20,3.16103,
20,2.34519,
20,1.84844,
20,4.00301,
20,4.93577,
20,1.85499,
20,20.7371,
20,4.45458,
20,6.0375,
20,6.58106,
20,10.5034,
20,4.25879,
20,15.7306,
20,6.12663,
20,16.0611,
20,6.73645,
20,3.66039,
20,3.29115,
20,1.88182,
20,23.526,
30,118.325,
30,17.0281,
30,12.9744,
30,11.0758,
30,6.53416,
30,1.88408,
30,6.43312,
30,10.8587,
30,2.30358,
30,6.36343,
30,2.71201,
30,70.7564,
30,10.2846,
30,3.43492,
30,13.0464,
30,5.27839,
30,7.3533,
30,6.64504,
30,2.72122,
30,2.74194,
30,11.2722,
30,7.21273,
30,9.00187,
30,2.76515,
30,2.09473,
30,5.7792,
30,7.98222,
30,7.00951,
30,3.64908,
30,3.80364,
30,4.02323,
30,4.18132,
30,2.7084,
30,15.4191,
30,20.3582,
30,13.7514,
30,32.0897,
30,6.5661,
30,2.88067,
30,12.544,
30,20.5389,
30,14.5056,
30,122.11,
30,4.1058,
30,12.8567,
30,6.24414,
30,14.7742,
30,4.43616,
30,3.9913,
30,2.73111,
30,21.4108,
30,7.5063,
30,4.12627,
30,20.0355,
40,3.54445,
40,18.8881,
40,5.4921,
40,7.25308,
40,8.65648,
40,9.67718,
40,24.8221,
40,7.22771,
40,6.62887,
40,32.9203,
40,5.95991,
40,8.79022,
40,10.4321,
40,36.7071,
40,13.4948,
40,6.52951,
40,5.58406,
40,3.07424,
40,138.793,
40,1.8063,
40,2.5015,
40,5.40943,
40,18.1783,
40,18.0007,
40,1.76278,
40,11.5704,
40,2.41056,
40,4.67673,
40,6.29769,
40,18.1199,
40,25.6194,
40,4.24156,
40,19.9484,
40,3.64255,
40,11.6396,
40,9.16384,
40,7.28022,
40,4.12763,
40,3.06081,
40,11.973,
40,11.025,
40,2.85556,
40,8.22087,
40,14.7345,
40,6.44089,
40,7.01228,
40,8.68775,
40,6.1474,
40,3.70736,
40,1.87684,
50,11.0223,
50,3.54594,
50,10.0443,
50,3.31598,
50,5.54214,
50,9.47343,
50,4.6673,
50,11.8176,
50,4.92009,
50,7.02238,
50,8.69811,
50,4.00118,
50,0.975308,
50,24.8422,
50,3.0814,
50,21.2509,
50,3.71368,
50,5.03567,
50,40.4842,
50,2.26048,
50,3.66245,
50,3.0892,
50,14.8111,
50,9.89491,
50,6.17866,
50,16.715,
50,1.68218,
50,30.7796,
50,14.1499,
50,15.8227,
50,75.1844,
50,1.46985,
50,1.65317,
50,5.88168,
50,6.57869,
50,3.5226,
50,5.71003,
50,2.03504,
50,29.052,
50,11.1395,
50,9.60087,
50,4.77913,
50,7.73538,
50,10.9065,
50,6.07784,
50,4.53361,
50,5.70275,
50,7.06112,
50,13.4104,
50,13.4628,
50,5.21597,
50,29.483,
50,11.5515,
60,16.7689,
60,7.89255,
60,4.00549,
60,6.2381,
60,3.48123,
60,7.23648,
60,12.1724,
