regime,b1,b0,p_value,R_sq,b1_error,b0_error
takeoff,80.374767680779,13.792771869027433,0.0,0.8385197088161107,2.5213839989226687,18.387673977968472
cruise,68.89231915565772,16.83963580448028,0.0,0.8505648762431637,1.9984454365731972,15.043331515919672
landing,71.45860641177981,-24.341468165609797,0.0,0.9008956861092383,1.6430776357330434,12.100896020142939
